,Id,MSZoning,LotFrontage,LotArea,Street,LotShape,LandContour,LotConfig,Neighborhood,OverallQual,OverallCond,YearRemodAdd,MoSold,YrSold,SaleType,SaleCondition,SalePrice,HouseStyleint
1384,1385,3,60.0,9060,1,3,3,4,7,6,5,1950,10,2009,8,4,105000.0,1.75
1385,1386,4,40.0,5436,1,3,3,4,9,4,8,2007,5,2010,8,4,125500.0,1.75
1386,1387,3,80.0,16692,1,0,3,4,14,7,5,1978,7,2006,8,4,250000.0,2.0
1387,1388,4,60.0,8520,1,3,3,4,17,6,7,1950,8,2007,1,3,136000.0,1.75
1388,1389,3,42.0,14892,1,0,1,1,8,9,5,2007,10,2009,8,4,377500.0,1.0
1389,1390,4,60.0,6000,1,3,3,4,3,6,6,1950,3,2007,8,4,131000.0,1.75
1390,1391,3,70.0,9100,1,3,3,4,5,7,5,2000,9,2006,8,4,235000.0,1.0
1391,1392,3,65.0,8944,1,3,3,4,12,5,5,1967,4,2009,8,4,124000.0,1.0
1392,1393,3,68.0,7838,1,3,3,4,12,5,5,1967,12,2006,8,4,123000.0,1.5
1393,1394,4,60.0,10800,1,3,3,4,17,6,7,2000,4,2008,8,4,163000.0,1.75
1394,1395,3,53.0,4045,1,3,3,4,0,7,5,2006,10,2006,6,5,246578.0,1.0
1395,1396,3,88.0,12665,1,0,3,4,23,8,5,2006,2,2007,8,4,281213.0,2.0
1396,1397,3,69.25566076574722,57200,1,0,0,4,23,5,5,1950,6,2010,8,4,160000.0,1.0
1397,1398,4,51.0,6120,1,3,3,4,3,5,8,2004,5,2007,8,4,137500.0,2.0
1398,1399,3,60.0,7200,1,3,3,4,12,5,4,1982,5,2009,8,4,138000.0,1.75
1399,1400,3,51.0,6171,1,3,3,4,18,6,6,1990,10,2009,8,4,137450.0,1.75
1400,1401,4,50.0,6000,1,3,3,0,3,6,7,1950,7,2008,8,4,120000.0,1.75
1401,1402,3,62.0,7415,1,0,3,4,8,6,5,2004,4,2008,8,4,193000.0,2.0
1402,1403,3,64.0,6762,1,3,3,4,5,7,5,2006,7,2006,6,5,193879.0,1.0
1403,1404,3,49.0,15256,1,0,3,1,21,8,5,2007,8,2007,8,4,282922.0,1.0
1404,1405,3,60.0,10410,1,3,3,0,17,3,4,1950,1,2006,8,3,105000.0,1.75
1405,1406,4,44.0,3842,1,0,1,4,6,8,5,2005,1,2008,8,4,275000.0,1.0
1406,1407,3,70.0,8445,1,3,3,0,5,5,7,2007,3,2009,8,4,133000.0,1.5
1407,1408,3,69.25566076574722,8780,1,0,3,0,11,5,5,1985,3,2009,8,4,112000.0,1.0
1408,1409,4,60.0,7740,1,3,3,4,17,4,7,1950,6,2010,8,4,125500.0,2.0
1409,1410,3,46.0,20544,1,0,3,1,14,7,6,1991,11,2008,8,4,215000.0,2.0
1410,1411,3,79.0,12420,1,3,3,4,5,7,5,2001,6,2009,8,4,230000.0,2.0
1411,1412,3,80.0,9600,1,3,3,4,12,6,8,2005,9,2009,8,4,140000.0,1.75
1412,1413,3,60.0,7200,1,3,3,4,12,4,5,1950,6,2009,8,4,90000.0,1.0
1413,1414,3,88.0,10994,1,0,3,0,20,8,5,2006,9,2009,0,0,257000.0,1.0
1414,1415,3,64.0,13053,1,3,0,4,3,6,7,2000,6,2008,8,4,207000.0,1.75
1415,1416,3,51.0,3635,1,3,3,4,0,7,5,2007,5,2009,8,4,175900.0,1.0
1416,1417,4,60.0,11340,1,3,3,4,17,4,6,1950,4,2010,8,4,122500.0,2.0
1417,1418,3,69.25566076574722,16545,1,0,3,4,15,8,5,1998,5,2009,8,4,340000.0,2.0
1418,1419,3,71.0,9204,1,3,3,4,12,5,5,1963,8,2008,0,4,124000.0,1.0
1419,1420,3,69.25566076574722,16381,1,0,3,4,6,6,5,1969,12,2006,8,4,223000.0,1.0
1420,1421,3,90.0,11700,1,3,3,0,14,6,6,1968,5,2006,8,4,179900.0,2.0
1421,1422,3,53.0,4043,1,3,3,4,13,6,5,1977,7,2010,8,4,127500.0,1.0
1422,1423,4,37.0,4435,1,3,3,4,5,6,5,2003,3,2008,8,4,136500.0,1.0
1423,1424,3,69.25566076574722,19690,1,0,3,1,7,6,7,1966,8,2006,8,2,274970.0,1.5
1424,1425,3,69.25566076574722,9503,1,3,3,4,12,5,5,1983,6,2007,8,4,144000.0,1.0
1425,1426,3,80.0,10721,1,0,3,4,12,6,6,1959,10,2008,8,4,142000.0,1.0
1426,1427,3,81.0,10944,1,0,3,4,15,7,5,1994,8,2008,8,4,271000.0,2.0
1427,1428,3,60.0,10930,1,3,0,4,12,5,6,1950,4,2008,8,4,140000.0,1.75
1428,1429,4,60.0,7200,1,3,3,0,17,5,7,1992,2,2010,8,0,119000.0,1.0
1429,1430,3,69.25566076574722,12546,1,0,3,0,14,6,7,1981,4,2007,8,4,182900.0,1.0
1430,1431,3,60.0,21930,1,2,3,4,8,5,5,2005,7,2006,8,4,192140.0,2.0
1431,1432,3,69.25566076574722,4928,1,0,3,4,13,6,6,1976,10,2009,8,4,143750.0,1.0
1432,1433,3,60.0,10800,1,3,3,4,17,4,6,2007,8,2007,8,4,64500.0,1.0
1433,1434,3,93.0,10261,1,0,3,4,8,6,5,2000,5,2008,8,4,186500.0,2.0
1434,1435,3,80.0,17400,1,3,2,4,11,5,5,1977,5,2006,8,4,160000.0,1.0
1435,1436,3,80.0,8400,1,3,3,4,12,6,9,2005,7,2008,0,0,174000.0,1.0
1436,1437,3,60.0,9000,1,3,3,2,12,4,6,1971,5,2007,8,4,120500.0,1.0
1437,1438,3,96.0,12444,1,3,3,2,16,8,5,2008,11,2008,6,5,394617.0,1.0
1438,1439,4,90.0,7407,1,3,3,4,17,6,7,1996,4,2010,8,4,149700.0,1.0
1439,1440,3,80.0,11584,1,3,3,4,14,7,6,1979,11,2007,8,4,197000.0,1.5
1440,1441,3,79.0,11526,1,0,0,4,6,6,7,1994,9,2008,8,4,191000.0,2.75
1441,1442,4,69.25566076574722,4426,1,3,3,4,5,6,5,2004,5,2008,8,4,149300.0,1.0
1442,1443,1,85.0,11003,1,3,3,4,21,10,5,2008,4,2009,8,4,310000.0,2.0
1443,1444,3,69.25566076574722,8854,1,3,3,4,3,6,6,1950,5,2009,8,4,121000.0,1.5
1444,1445,3,63.0,8500,1,3,3,2,5,7,5,2004,11,2007,8,4,179600.0,1.0
1445,1446,3,70.0,8400,1,3,3,4,19,6,5,1966,5,2007,8,4,129000.0,1.5
1446,1447,3,69.25566076574722,26142,1,0,3,1,11,5,7,1962,4,2010,8,4,157900.0,1.0
1447,1448,3,80.0,10000,1,3,3,4,5,8,5,1996,12,2007,8,4,240000.0,2.0
1448,1449,3,70.0,11767,1,3,3,4,7,4,7,2000,5,2007,8,4,112000.0,2.0
1449,1450,4,21.0,1533,1,3,3,4,10,5,7,1970,8,2006,8,0,92000.0,1.5
1450,1451,3,60.0,9000,1,3,3,2,12,5,5,1974,9,2009,8,4,136000.0,2.0
1451,1452,3,78.0,9262,1,3,3,4,21,8,5,2009,5,2009,6,5,287090.0,1.0
1452,1453,4,35.0,3675,1,3,3,4,7,5,5,2005,5,2006,8,4,145000.0,1.5
1453,1454,3,90.0,17217,1,3,3,4,11,5,5,2006,7,2006,8,0,84500.0,1.0
1454,1455,1,62.0,7500,1,3,3,4,21,7,5,2005,10,2009,8,4,185000.0,1.0
1455,1456,3,62.0,7917,1,3,3,4,8,6,5,2000,8,2007,8,4,175000.0,2.0
1456,1457,3,85.0,13175,1,3,3,4,14,6,6,1988,2,2010,8,4,210000.0,1.0
1457,1458,3,66.0,9042,1,3,3,4,6,7,9,2006,5,2010,8,4,266500.0,2.0
1458,1459,3,68.0,9717,1,3,3,4,12,5,6,1996,4,2010,8,4,142125.0,1.0
1459,1460,3,75.0,9937,1,3,3,4,7,5,6,1965,6,2008,8,4,147500.0,1.0
0,1461,2,80.0,11622,1,3,3,4,12,5,6,1961,6,2010,8,4,,1.0
1,1462,3,81.0,14267,1,0,3,0,12,6,6,1958,6,2010,8,4,,1.0
2,1463,3,74.0,13830,1,0,3,4,8,5,5,1998,3,2010,8,4,,2.0
3,1464,3,78.0,9978,1,0,3,4,8,6,6,1998,6,2010,8,4,,2.0
4,1465,3,43.0,5005,1,0,1,4,22,8,5,1992,1,2010,8,4,,1.0
5,1466,3,75.0,10000,1,0,3,0,8,6,5,1994,4,2010,8,4,,2.0
6,1467,3,69.25566076574722,7980,1,0,3,4,8,6,7,2007,3,2010,8,4,,1.0
7,1468,3,63.0,8402,1,0,3,4,8,6,5,1998,5,2010,8,4,,2.0
8,1469,3,85.0,10176,1,3,3,4,8,7,5,1990,2,2010,8,4,,1.0
9,1470,3,70.0,8400,1,3,3,0,12,4,5,1970,4,2010,8,4,,1.0
10,1471,2,26.0,5858,1,0,3,2,12,7,5,1999,6,2010,8,4,,1.0
11,1472,4,21.0,1680,1,3,3,4,2,6,5,1971,2,2010,0,4,,2.0
12,1473,4,21.0,1680,1,3,3,4,2,5,5,1971,3,2010,8,4,,2.0
13,1474,3,24.0,2280,1,3,3,2,13,6,6,1975,6,2010,8,4,,2.0
14,1475,3,24.0,2280,1,3,3,2,13,7,6,1975,6,2010,8,4,,1.0
15,1476,3,102.0,12858,1,0,3,4,16,9,5,2010,1,2010,6,5,,2.0
16,1477,3,94.0,12883,1,0,3,0,16,8,5,2010,6,2010,6,5,,1.0
17,1478,3,90.0,11520,1,3,3,4,16,9,5,2005,6,2010,8,4,,1.0
18,1479,3,79.0,14122,1,0,3,4,16,8,5,2006,2,2010,8,4,,1.0
19,1480,3,110.0,14300,1,3,1,4,16,9,5,2004,6,2010,8,4,,1.0
20,1481,3,105.0,13650,1,3,3,0,16,8,5,2002,6,2010,8,4,,2.0
21,1482,3,41.0,7132,1,0,3,4,16,8,5,2006,4,2010,8,4,,1.0
22,1483,3,100.0,18494,1,0,3,0,8,6,5,2005,1,2010,8,4,,1.0
23,1484,3,43.0,3203,1,3,3,4,0,7,5,2006,1,2010,8,4,,1.0
24,1485,3,67.0,13300,1,0,3,4,8,7,5,2004,6,2010,8,4,,1.5
25,1486,3,63.0,8577,1,0,3,4,8,7,5,2004,4,2010,8,4,,2.0
26,1487,3,60.0,17433,1,1,3,1,15,8,5,1998,1,2010,8,4,,2.0
27,1488,3,73.0,8987,1,3,3,4,21,8,5,2006,5,2010,8,4,,1.0
28,1489,1,92.0,9215,1,3,3,4,21,7,5,2010,4,2010,6,5,,1.0
29,1490,1,84.0,10440,1,3,3,0,21,6,5,2005,5,2010,8,4,,1.0
30,1491,3,70.0,11920,1,3,3,4,20,7,5,2004,4,2010,8,4,,2.0
31,1492,2,70.0,9800,1,3,3,0,20,5,5,1950,4,2010,8,4,,1.0
32,1493,3,39.0,15410,1,0,3,1,19,6,6,2002,4,2010,8,0,,1.0
33,1494,3,85.0,13143,1,0,3,4,15,8,5,1993,6,2010,8,4,,2.0
34,1495,3,88.0,11134,1,3,3,4,15,8,5,1993,6,2010,8,4,,2.0
35,1496,1,25.0,4835,1,0,3,1,21,7,5,2005,3,2010,8,4,,1.0
36,1497,1,39.0,3515,1,3,3,4,21,7,5,2004,1,2010,8,4,,2.0
37,1498,1,30.0,3215,1,3,3,4,21,7,5,2004,4,2010,3,4,,2.0
38,1499,1,24.0,2544,1,3,3,4,21,7,5,2005,2,2010,8,4,,2.0
39,1500,1,24.0,2544,1,3,3,4,21,6,5,2005,5,2010,8,4,,2.0
40,1501,1,69.25566076574722,2980,1,3,3,0,21,6,5,2000,5,2010,8,4,,2.0
41,1502,1,69.25566076574722,2403,1,0,3,2,21,7,5,2003,6,2010,8,4,,2.0
42,1503,1,57.0,12853,1,0,3,4,21,8,5,2010,4,2010,6,5,,1.0
43,1504,1,68.0,7379,1,0,3,4,21,8,5,2000,4,2010,8,4,,2.0
44,1505,1,80.0,8000,1,3,3,4,21,7,5,2002,4,2010,8,4,,1.0
45,1506,3,69.25566076574722,10456,1,0,3,4,14,6,6,1967,5,2010,8,4,,1.0
46,1507,3,80.0,10791,1,3,3,4,14,6,5,1993,3,2010,8,4,,2.0
47,1508,3,69.25566076574722,18837,1,0,3,4,14,6,5,1978,4,2010,8,4,,1.75
48,1509,3,80.0,9600,1,3,3,4,14,6,6,1971,6,2010,8,4,,2.0
49,1510,3,80.0,9600,1,3,3,4,12,5,5,1966,4,2010,8,4,,1.0
50,1511,3,90.0,9900,1,3,3,0,12,5,5,1966,4,2010,3,4,,1.0
51,1512,3,88.0,9680,1,3,3,4,12,5,6,1967,4,2010,8,4,,1.0
52,1513,3,69.25566076574722,10600,1,0,3,4,12,6,5,1964,5,2010,0,3,,1.5
53,1514,3,98.0,13260,1,0,3,4,12,5,6,2001,1,2010,7,0,,1.0
54,1515,3,68.0,9724,1,3,3,4,12,5,7,2002,3,2010,8,4,,1.75
55,1516,3,120.0,17360,1,3,3,0,12,6,6,1950,1,2010,8,4,,1.75
56,1517,3,75.0,11380,1,0,3,4,12,6,8,2008,1,2010,8,4,,1.5
57,1518,3,70.0,8267,1,3,3,0,12,5,5,1958,3,2010,8,4,,1.0
58,1519,3,70.0,8197,1,3,3,4,12,7,5,2009,2,2010,8,4,,1.0
59,1520,3,69.25566076574722,8050,1,0,3,4,12,5,5,1959,5,2010,8,4,,1.0
60,1521,3,87.0,10725,1,0,3,4,12,5,5,1959,5,2010,8,4,,1.0
61,1522,3,80.0,10032,1,3,3,4,12,6,5,1959,6,2010,8,4,,1.0
62,1523,3,60.0,8382,1,3,3,4,12,4,5,1956,2,2010,8,4,,1.75
63,1524,3,60.0,10950,1,3,3,4,12,5,7,1952,5,2010,8,4,,1.0
64,1525,3,119.0,10895,1,3,3,0,12,5,6,1955,6,2010,8,4,,1.0
65,1526,3,70.0,13587,1,3,3,4,12,5,5,1958,4,2010,8,0,,1.0
66,1527,3,65.0,7898,1,3,3,0,12,4,7,1994,4,2010,8,4,,1.0
67,1528,3,60.0,8064,1,3,3,4,12,6,8,2004,5,2010,8,4,,1.75
68,1529,3,81.0,7635,1,0,3,0,12,5,6,1960,6,2010,8,4,,1.0
69,1530,3,80.0,9760,1,3,3,4,12,6,7,1984,5,2010,8,4,,1.0
70,1531,4,60.0,4800,1,3,3,0,17,4,5,1954,1,2010,0,0,,1.75
71,1532,4,56.0,4485,1,3,3,4,17,5,7,1950,5,2010,8,4,,1.0
72,1533,4,69.0,5805,1,3,0,4,17,5,7,1957,6,2010,8,4,,1.0
73,1534,4,50.0,6900,1,3,3,0,17,6,7,2000,1,2010,8,4,,1.75
74,1535,4,69.0,11851,1,3,3,4,17,5,7,2009,6,2010,8,4,,1.75
75,1536,4,69.25566076574722,8239,1,3,3,4,17,5,6,1962,3,2010,8,4,,1.75
76,1537,4,68.0,9656,1,3,3,4,17,2,2,1970,6,2010,8,0,,1.0
77,1538,4,60.0,9600,1,3,3,0,17,8,9,2003,4,2010,8,0,,2.0
78,1539,4,50.0,9000,1,3,3,4,17,8,9,2002,4,2010,8,4,,2.0
79,1540,4,100.0,9045,1,3,3,4,17,5,3,1950,6,2010,8,0,,2.0
80,1541,4,60.0,10560,1,3,3,4,17,6,7,1994,6,2010,8,4,,2.0
81,1542,4,53.0,5830,1,3,3,0,3,5,6,1997,3,2010,8,4,,1.75
82,1543,3,69.25566076574722,7793,1,0,0,0,3,7,7,2005,5,2010,8,4,,2.5
83,1544,4,50.0,5000,1,3,3,4,3,4,7,1950,4,2010,8,4,,1.0
84,1545,4,50.0,6000,1,3,3,4,3,6,7,1950,4,2010,8,0,,1.75
85,1546,4,50.0,6000,1,3,3,4,3,6,6,1950,3,2010,8,4,,1.75
86,1547,4,53.0,6360,1,3,3,0,3,5,6,1950,3,2010,8,4,,1.75
87,1548,4,50.0,6000,1,3,3,4,3,6,7,1950,3,2010,8,4,,1.75
88,1549,4,52.0,6240,1,3,3,4,3,5,7,1980,5,2010,8,4,,1.75
89,1550,4,52.0,6240,1,3,3,4,3,5,5,1950,3,2010,8,4,,1.75
90,1551,4,51.0,6120,1,3,3,4,17,6,5,1950,3,2010,8,4,,1.0
91,1552,4,57.0,8094,1,3,3,4,17,4,5,1950,6,2010,8,4,,1.75
92,1553,4,60.0,12900,1,3,3,4,17,6,8,2009,5,2010,8,4,,2.0
93,1554,4,52.0,3068,1,3,3,4,17,6,8,1993,2,2010,8,4,,2.0
94,1555,3,100.0,15263,1,0,3,4,4,5,5,1959,5,2010,8,4,,1.0
95,1556,3,72.0,10632,1,0,3,4,4,5,3,1950,1,2010,0,4,,1.75
96,1557,3,60.0,9900,1,3,3,4,18,5,4,1950,2,2010,3,4,,1.75
97,1558,3,65.0,6001,1,0,0,4,18,6,5,1950,3,2010,8,4,,1.75
98,1559,0,69.25566076574722,6449,1,0,3,4,18,4,1,1950,3,2010,8,0,,2.0
99,1560,2,60.0,6048,1,3,3,0,18,5,7,1950,6,2010,0,4,,1.75
100,1561,3,72.0,10773,1,3,3,4,19,4,3,1967,5,2010,8,4,,1.0
101,1562,3,65.0,7800,1,3,3,4,19,5,7,2008,6,2010,8,4,,1.0
102,1563,3,65.0,7832,1,3,3,4,19,5,5,1968,5,2010,8,4,,1.0
103,1564,3,69.25566076574722,7424,1,0,3,4,19,5,5,1978,5,2010,8,4,,1.5
104,1565,3,86.0,11227,1,3,3,4,19,5,5,1968,3,2010,8,4,,2.0
105,1566,3,69.25566076574722,20062,1,0,2,4,4,7,7,2001,4,2010,8,4,,1.0
106,1567,3,94.0,9259,1,3,3,0,19,4,4,1950,6,2010,8,4,,1.0
107,1568,3,69.25566076574722,17082,1,0,2,1,4,6,5,1992,5,2010,8,4,,2.0
108,1569,3,124.0,18600,1,3,3,4,7,3,4,1990,6,2010,8,4,,1.75
109,1570,3,65.0,11479,1,3,3,4,7,6,7,1987,6,2010,8,4,,1.0
110,1571,3,50.0,9350,1,3,0,4,7,4,6,1979,6,2010,8,4,,1.75
111,1572,3,75.0,9525,1,3,3,4,7,5,7,1998,6,2010,8,4,,1.0
112,1573,3,44.0,17485,1,1,3,4,7,7,5,2010,1,2010,2,5,,1.0
113,1574,3,69.25566076574722,11200,1,0,3,1,7,5,3,1964,6,2010,0,4,,1.0
114,1575,3,83.0,11980,1,3,2,4,20,7,5,1987,6,2010,8,4,,1.0
115,1576,3,87.0,12361,1,0,3,1,20,6,7,1993,5,2010,8,4,,2.0
116,1577,3,64.0,7360,1,3,3,4,5,7,5,2010,3,2010,8,4,,1.0
117,1578,3,82.0,14235,1,0,3,4,20,6,8,1993,3,2010,8,4,,1.75
118,1579,3,82.0,11105,1,3,3,0,5,5,5,1996,7,2010,8,4,,1.5
119,1580,3,69.25566076574722,9337,1,0,3,4,5,7,5,1998,4,2010,8,4,,2.0
120,1581,3,38.0,15240,1,0,3,2,5,5,8,2004,6,2010,8,4,,1.0
121,1582,3,68.0,7480,1,3,3,4,5,5,6,1972,6,2010,8,4,,1.0
122,1583,3,80.0,10389,1,3,3,4,5,8,5,2003,5,2010,8,4,,1.0
123,1584,3,75.0,9375,1,3,3,4,5,7,5,1997,4,2010,8,4,,2.0
124,1585,4,69.25566076574722,4435,1,3,3,4,5,6,5,2003,4,2010,8,4,,1.0
125,1586,3,67.0,8777,1,3,3,4,7,3,6,2007,4,2010,3,4,,1.0
126,1587,3,68.0,8842,1,3,3,0,7,5,6,1954,1,2010,7,0,,1.0
127,1588,3,60.0,10044,1,0,2,1,7,5,6,1968,6,2010,8,4,,1.0
128,1589,3,89.0,11792,1,3,3,4,7,4,5,1950,6,2010,8,0,,1.75
129,1590,3,65.0,6305,1,3,3,4,7,6,6,1975,6,2010,8,4,,1.5
130,1591,3,64.0,6410,1,3,1,4,7,4,5,1958,5,2010,8,4,,1.0
131,1592,3,67.0,4853,1,3,0,4,18,5,6,1999,5,2010,8,4,,1.0
132,1593,3,69.25566076574722,7890,1,3,3,0,18,6,6,1950,3,2010,8,4,,1.0
133,1594,2,60.0,7200,1,3,3,4,18,4,6,1967,2,2010,8,4,,2.0
134,1595,3,51.0,9839,1,3,3,4,18,5,2,1950,5,2010,8,4,,1.75
135,1596,3,78.0,10452,1,0,3,4,6,7,6,1985,7,2010,8,4,,1.75
136,1597,3,78.0,15600,1,3,3,4,6,5,6,1991,3,2010,8,4,,2.0
137,1598,3,85.0,19645,1,0,3,2,6,7,6,2007,6,2010,8,4,,1.5
138,1599,4,35.0,3907,1,0,1,4,1,8,6,1989,4,2010,8,4,,1.0
139,1600,4,35.0,3907,1,0,1,4,1,8,5,1989,3,2010,8,4,,1.0
140,1601,4,58.0,8154,1,3,3,4,9,2,5,1950,4,2010,5,4,,1.0
141,1602,4,50.0,9140,1,3,1,4,9,6,5,1975,4,2010,0,4,,1.75
142,1603,0,66.0,8712,0,3,3,0,9,4,7,1950,6,2010,8,2,,1.0
143,1604,4,44.0,3811,1,0,1,0,6,8,5,2005,5,2010,8,4,,1.0
144,1605,3,85.0,11050,1,3,3,4,11,8,5,1999,5,2010,8,4,,2.0
145,1606,3,74.0,9620,1,3,3,4,11,6,7,1977,5,2010,8,4,,1.5
146,1607,3,69.25566076574722,12760,1,0,3,4,11,6,5,1976,3,2010,3,4,,1.0
147,1608,3,88.0,11896,1,0,3,0,23,7,5,2008,5,2010,8,4,,1.0
148,1609,3,73.0,9803,1,3,3,4,23,7,5,2010,1,2010,6,5,,1.0
149,1610,3,73.0,9802,1,3,3,4,23,5,5,2007,4,2010,8,4,,2.0
150,1611,3,85.0,15300,1,3,0,4,11,5,5,1977,6,2010,8,4,,1.0
151,1612,3,93.0,10114,1,3,3,4,11,5,5,2005,3,2010,8,4,,1.0
152,1613,3,69.25566076574722,11875,1,3,3,4,11,5,5,1999,6,2010,8,4,,1.0
153,1614,4,31.0,2394,1,3,2,4,10,5,6,1973,5,2010,8,4,,1.0
154,1615,4,21.0,1476,1,3,3,4,10,4,7,1970,3,2010,8,4,,2.0
155,1616,4,21.0,1900,1,3,3,4,10,4,4,1970,6,2010,8,4,,2.0
156,1617,4,21.0,1890,1,3,3,4,10,4,6,1972,6,2010,8,4,,2.0
157,1618,3,50.0,6953,1,3,3,4,11,5,7,2004,6,2010,3,4,,1.0
158,1619,3,76.0,12887,1,3,3,4,11,5,7,1984,4,2010,8,4,,1.0
159,1620,3,70.0,7700,1,3,3,4,11,5,2,1986,2,2010,8,4,,2.0
160,1621,3,63.0,10475,1,3,3,4,11,5,5,1991,3,2010,8,4,,2.0
161,1622,3,68.0,10544,1,0,3,4,11,5,5,1969,4,2010,8,4,,1.75
162,1623,3,76.0,9892,1,3,3,4,11,8,5,1995,2,2010,8,4,,1.0
163,1624,3,74.0,12961,1,3,3,4,11,6,5,1994,3,2010,8,4,,2.0
164,1625,3,74.0,13008,1,0,3,4,12,6,5,1956,10,2009,8,4,,1.0
165,1626,3,85.0,10200,1,3,3,4,12,6,5,1974,6,2009,8,4,,1.0
166,1627,3,88.0,10179,1,0,3,0,8,6,5,1997,7,2009,8,4,,2.0
167,1628,3,69.25566076574722,11792,1,0,3,4,8,8,5,2003,8,2009,8,4,,2.0
168,1629,3,60.0,8400,1,3,3,4,8,7,5,1997,6,2009,8,4,,1.5
169,1630,3,28.0,7296,1,0,3,1,22,8,5,2005,11,2009,8,4,,1.0
170,1631,3,61.0,7380,1,0,3,0,22,8,5,1998,7,2009,8,4,,1.0
171,1632,3,57.0,8013,1,0,3,0,22,8,5,1996,9,2009,8,4,,1.0
172,1633,3,57.0,8923,1,0,3,4,8,7,5,1998,2,2009,8,4,,1.5
173,1634,3,60.0,7500,1,3,3,4,8,6,5,1999,10,2009,8,4,,2.0
174,1635,3,69.25566076574722,8803,1,0,3,4,8,6,5,1995,7,2009,8,4,,2.0
175,1636,3,58.0,7250,1,3,3,4,8,6,5,1993,11,2009,8,4,,1.0
176,1637,3,85.0,11900,1,3,3,4,8,5,6,1977,7,2009,8,4,,2.0
177,1638,3,69.25566076574722,13250,1,0,3,4,14,7,6,1978,5,2009,8,0,,2.0
178,1639,3,80.0,10928,1,3,3,4,14,6,6,1986,8,2009,8,4,,1.0
179,1640,3,69.25566076574722,12388,1,0,3,4,14,7,7,1991,8,2009,8,4,,2.0
180,1641,3,80.0,11088,1,3,3,4,14,6,5,1998,5,2009,8,4,,1.0
181,1642,1,70.0,7000,1,3,3,4,21,7,5,2003,6,2009,8,4,,2.0
182,1643,1,69.25566076574722,7500,1,3,3,4,21,8,5,2001,3,2009,8,4,,2.0
183,1644,1,69.25566076574722,8470,1,3,3,0,21,8,5,2002,10,2009,8,4,,2.0
184,1645,3,69.25566076574722,9373,1,0,3,1,14,5,7,1975,6,2009,8,4,,1.0
185,1646,3,78.0,10140,1,3,3,4,14,6,6,1974,4,2009,8,4,,1.0
186,1647,3,85.0,11050,1,0,3,0,14,7,5,1975,8,2009,8,4,,1.0
187,1648,3,69.25566076574722,7830,1,0,3,4,12,5,5,1970,3,2009,0,4,,1.0
188,1649,3,69.25566076574722,8510,1,0,3,4,12,5,7,1971,7,2009,8,4,,1.0
189,1650,3,60.0,7038,1,3,3,4,12,4,6,1970,9,2009,8,0,,1.0
190,1651,3,60.0,9000,1,3,3,2,12,4,7,2006,7,2009,8,4,,1.0
191,1652,4,21.0,1680,1,3,3,4,2,6,5,1973,7,2009,8,4,,2.0
192,1653,4,21.0,1680,1,3,3,4,2,6,6,1972,7,2009,8,4,,2.0
193,1654,3,24.0,2308,1,3,3,2,13,6,5,1976,9,2009,8,4,,2.0
194,1655,3,24.0,2280,1,3,3,2,13,7,5,1975,8,2009,8,4,,1.0
195,1656,3,24.0,2349,1,3,3,4,13,6,5,1977,5,2009,8,4,,2.0
196,1657,3,24.0,2364,1,3,3,4,13,6,5,1978,7,2009,8,4,,2.0
197,1658,3,24.0,2364,1,3,3,4,13,6,5,1978,4,2009,8,4,,2.0
198,1659,3,24.0,2104,1,3,3,4,13,7,6,1976,10,2009,8,4,,1.0
199,1660,3,69.25566076574722,10710,1,3,3,4,12,5,7,2004,7,2009,8,4,,1.0
200,1661,3,110.0,14257,1,3,3,4,16,9,5,2007,6,2009,8,4,,2.0
201,1662,3,95.0,12350,1,3,3,4,16,9,5,2009,7,2009,6,5,,2.0
202,1663,3,95.0,12350,1,3,3,4,16,9,5,2008,5,2009,8,4,,1.0
203,1664,3,105.0,13693,1,3,3,4,16,10,5,2007,3,2009,8,4,,1.0
204,1665,3,95.0,11578,1,3,3,4,16,9,5,2008,7,2009,8,4,,1.0
205,1666,3,129.0,16870,1,0,3,3,16,8,5,2005,4,2009,8,4,,1.0
206,1667,3,59.0,23303,1,2,3,1,16,8,5,2007,6,2009,8,3,,2.0
207,1668,3,87.0,10367,1,0,3,4,16,9,5,2008,6,2009,4,4,,1.0
208,1669,3,77.0,10872,1,0,3,4,16,9,5,2006,2,2009,8,4,,1.0
209,1670,3,102.0,13514,1,0,3,0,16,9,5,2008,3,2009,8,4,,1.0
210,1671,3,90.0,12878,1,0,3,0,16,7,5,2004,6,2009,8,4,,1.0
211,1672,3,110.0,15274,1,0,3,0,16,9,5,2003,7,2009,8,4,,1.0
212,1673,3,96.0,13262,1,0,3,4,16,8,5,2004,6,2009,8,4,,2.0
213,1674,3,70.0,9658,1,0,3,4,16,8,5,2006,7,2009,8,4,,1.0
214,1675,3,47.0,6904,1,0,3,4,16,6,5,2005,8,2009,8,4,,1.0
215,1676,3,34.0,5122,1,0,3,4,16,6,5,2005,3,2009,8,4,,1.0
216,1677,3,80.0,10307,1,0,3,4,16,7,5,2008,5,2009,8,4,,1.0
217,1678,3,100.0,14836,1,0,1,4,16,10,5,2005,2,2009,8,0,,1.0
218,1679,3,117.0,15262,1,0,3,0,16,8,5,2004,7,2009,8,4,,1.0
219,1680,3,44.0,7390,1,0,3,4,16,9,5,2009,5,2009,6,5,,1.0
